Sep (l/D),Contrast (for a point source),Noise floor (point source, 1 sigma),Core throughput,Skytrans
22.1250,3.37267e-12,1.12422e-13,0.362688,0.578257
22.3750,3.39648e-12,1.13216e-13,0.363063,0.578328
22.6250,3.29645e-12,1.09882e-13,0.363440,0.579095
22.8750,3.47410e-12,1.15803e-13,0.363827,0.580275
23.1250,3.72752e-12,1.24251e-13,0.364213,0.581982
23.3750,3.92053e-12,1.30684e-13,0.364526,0.583597
23.6250,4.36236e-12,1.45412e-13,0.364762,0.583728
23.8750,4.42852e-12,1.47617e-13,0.365000,0.584357
24.1250,4.52788e-12,1.50929e-13,0.365237,0.582687
24.3750,4.55984e-12,1.51995e-13,0.365470,0.581939
24.6250,4.29051e-12,1.43017e-13,0.365704,0.581650
24.8750,4.26429e-12,1.42143e-13,0.365942,0.582558
25.1250,3.99531e-12,1.33177e-13,0.366179,0.585105
25.3750,3.87795e-12,1.29265e-13,0.366414,0.587240
25.6250,3.88732e-12,1.29577e-13,0.366650,0.588353
25.8750,3.76307e-12,1.25436e-13,0.366889,0.588401
26.1250,3.76934e-12,1.25645e-13,0.367129,0.586935
26.3750,3.71274e-12,1.23758e-13,0.367375,0.587111
26.6250,3.57398e-12,1.19133e-13,0.367625,0.587072
26.8750,3.54839e-12,1.18280e-13,0.367873,0.588062
27.1250,3.60345e-12,1.20115e-13,0.368129,0.587745
27.3750,3.88428e-12,1.29476e-13,0.368387,0.587955
27.6250,4.26918e-12,1.42306e-13,0.368639,0.587185
27.8750,4.43834e-12,1.47945e-13,0.368894,0.587236
28.1250,4.59740e-12,1.53247e-13,0.369152,0.588884
28.3750,4.58258e-12,1.52753e-13,0.369408,0.590138
28.6250,4.44955e-12,1.48318e-13,0.369662,0.592423
28.8750,4.28727e-12,1.42909e-13,0.369912,0.593300
29.1250,4.10003e-12,1.36668e-13,0.370165,0.594070
29.3750,4.03776e-12,1.34592e-13,0.361018,0.594149
29.6250,4.19611e-12,1.39870e-13,0.339673,0.594849
29.8750,4.39224e-12,1.46408e-13,0.318339,0.594893
30.1250,4.50375e-12,1.50125e-13,0.297111,0.594204
30.3750,4.42776e-12,1.47592e-13,0.275555,0.593894
30.6250,4.25733e-12,1.41911e-13,0.254471,0.592909
30.8750,4.31355e-12,1.43785e-13,0.233459,0.593223
31.1250,4.30988e-12,1.43663e-13,0.212034,0.592449
31.3750,4.50483e-12,1.50161e-13,0.190797,0.592455
31.6250,4.50957e-12,1.50319e-13,0.169143,0.591546
31.8750,4.70356e-12,1.56785e-13,0.147848,0.591219
