star_sInd,star_Name,star_L,star_dist,star_Spec,h_star_char_comp_mean,h_star_char_comp_std,h_star_char_comp_sem,h_star_char_comp_nEns,h_star_char_earth_cume_mean,h_star_char_earth_cume_std,h_star_char_earth_cume_sem,h_star_char_earth_cume_nEns,h_star_char_earth_frac_mean,h_star_char_earth_frac_std,h_star_char_earth_frac_sem,h_star_char_earth_frac_nEns,h_star_char_earth_uniq_mean,h_star_char_earth_uniq_std,h_star_char_earth_uniq_sem,h_star_char_earth_uniq_nEns,h_star_char_earth_value_mean,h_star_char_earth_value_std,h_star_char_earth_value_sem,h_star_char_earth_value_nEns,h_star_char_plan_cume_mean,h_star_char_plan_cume_std,h_star_char_plan_cume_sem,h_star_char_plan_cume_nEns,h_star_char_plan_frac_mean,h_star_char_plan_frac_std,h_star_char_plan_frac_sem,h_star_char_plan_frac_nEns,h_star_char_plan_uniq_mean,h_star_char_plan_uniq_std,h_star_char_plan_uniq_sem,h_star_char_plan_uniq_nEns,h_star_char_plan_value_mean,h_star_char_plan_value_std,h_star_char_plan_value_sem,h_star_char_plan_value_nEns,h_star_char_tInt_mean,h_star_char_tInt_std,h_star_char_tInt_sem,h_star_char_tInt_nEns,h_star_char_tIntAvg_mean,h_star_char_tIntAvg_std,h_star_char_tIntAvg_sem,h_star_char_tIntAvg_nEns,h_star_char_tobs1_mean,h_star_char_tobs1_std,h_star_char_tobs1_sem,h_star_char_tobs1_nEns,h_star_char_visit_mean,h_star_char_visit_std,h_star_char_visit_sem,h_star_char_visit_nEns,h_star_det_comp_mean,h_star_det_comp_std,h_star_det_comp_sem,h_star_det_comp_nEns,h_star_det_earth_cume_mean,h_star_det_earth_cume_std,h_star_det_earth_cume_sem,h_star_det_earth_cume_nEns,h_star_det_earth_frac_mean,h_star_det_earth_frac_std,h_star_det_earth_frac_sem,h_star_det_earth_frac_nEns,h_star_det_earth_uniq_mean,h_star_det_earth_uniq_std,h_star_det_earth_uniq_sem,h_star_det_earth_uniq_nEns,h_star_det_earth_value_mean,h_star_det_earth_value_std,h_star_det_earth_value_sem,h_star_det_earth_value_nEns,h_star_det_plan_cume_mean,h_star_det_plan_cume_std,h_star_det_plan_cume_sem,h_star_det_plan_cume_nEns,h_star_det_plan_frac_mean,h_star_det_plan_frac_std,h_star_det_plan_frac_sem,h_star_det_plan_frac_nEns,h_star_det_plan_uniq_mean,h_star_det_plan_uniq_std,h_star_det_plan_uniq_sem,h_star_det_plan_uniq_nEns,h_star_det_plan_value_mean,h_star_det_plan_value_std,h_star_det_plan_value_sem,h_star_det_plan_value_nEns,h_star_det_tInt_mean,h_star_det_tInt_std,h_star_det_tInt_sem,h_star_det_tInt_nEns,h_star_det_tIntAvg_mean,h_star_det_tIntAvg_std,h_star_det_tIntAvg_sem,h_star_det_tIntAvg_nEns,h_star_det_tobs1_mean,h_star_det_tobs1_std,h_star_det_tobs1_sem,h_star_det_tobs1_nEns,h_star_det_visit_mean,h_star_det_visit_std,h_star_det_visit_sem,h_star_det_visit_nEns,h_star_earth_per_star_mean,h_star_earth_per_star_std,h_star_earth_per_star_sem,h_star_earth_per_star_nEns,h_star_plan_per_star_mean,h_star_plan_per_star_std,h_star_plan_per_star_sem,h_star_plan_per_star_nEns,h_star_promo_allplan_mean,h_star_promo_allplan_std,h_star_promo_allplan_sem,h_star_promo_allplan_nEns,h_star_promo_earth_mean,h_star_promo_earth_std,h_star_promo_earth_sem,h_star_promo_earth_nEns,h_star_promo_hzone_mean,h_star_promo_hzone_std,h_star_promo_hzone_sem,h_star_promo_hzone_nEns
395,HIP 54211,0.02,4.86,M1V,0.08268200723503114,0.07829005757809085,0.04520078581758206,3,0.03,0.17144660799776543,0.017144660799776543,100,0.12,0.3316624790355401,0.06633249580710801,25,0.03,0.17144660799776543,0.017144660799776543,100,0.07000721937210787,0.021091204906031537,0.012177012830030864,3,0.03,0.17144660799776543,0.017144660799776543,100,0.12,0.3316624790355401,0.06633249580710801,25,0.03,0.17144660799776543,0.017144660799776543,100,0.07000721937210787,0.021091204906031537,0.012177012830030864,3,0.4623453546853321,2.7600989153437068,0.27600989153437067,100,15.411511822844403,5.613763841157019,3.241108064858993,3,1676.8115007097895,54.905249163304326,31.69956038435723,3,0.03,0.17144660799776543,0.017144660799776543,100,0.5676098169323379,0.007554644878224685,0.0037773224391123425,4,0.12,0.5908391567007973,0.059083915670079735,100,0.16,0.37416573867739406,0.0748331477354788,25,0.04,0.19694638556693214,0.019694638556693213,100,0.18329497960656563,0.04798788256057794,0.02399394128028897,4,0.12,0.5908391567007973,0.059083915670079735,100,0.16,0.37416573867739406,0.0748331477354788,25,0.04,0.19694638556693214,0.019694638556693213,100,0.18329497960656563,0.04798788256057794,0.02399394128028897,4,0.6877755495159161,3.466459426011906,0.34664594260119064,100,4.037472740558358,0.22667641421586568,0.11333820710793284,4,1548.028112425464,49.72328699696882,24.86164349848441,4,0.17,0.8534540634292129,0.08534540634292129,100,0.28,0.5140451577852122,0.05140451577852122,100,0.28,0.5140451577852122,0.05140451577852122,100,0.04,0.19694638556693214,0.019694638556693213,100,0.04,0.19694638556693214,0.019694638556693213,100,0.04,0.19694638556693214,0.019694638556693213,100
396,HIP 54400,1.48,25.65,G2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.4333333333333334,0.04333333333333334,100,0.21,0.4333333333333334,0.04333333333333334,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
397,HIP 54426,0.27,22.58,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.23,0.5096047190685837,0.05096047190685837,100,0.23,0.5096047190685837,0.05096047190685837,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
398,HIP 54541,0.74,30.0,G5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,12,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,12,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,12,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,12,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.13,0.36666666666666636,0.03666666666666664,100,0.13,0.36666666666666636,0.03666666666666664,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
399,HIP 54646,0.13,11.87,K8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.23,0.4893822120745192,0.04893822120745192,100,0.23,0.4893822120745192,0.04893822120745192,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
400,HIP 54677,0.2,21.57,K4V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.46231739501923785,0.04623173950192379,100,0.22,0.46231739501923785,0.04623173950192379,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
401,HIP 54704,0.72,22.14,G8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,31,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,31,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,31,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,31,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.33,0.5135536717202723,0.05135536717202723,100,0.33,0.5135536717202723,0.05135536717202723,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
402,HIP 54745,1.17,21.93,G0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.3,0.5412294272573256,0.05412294272573256,100,0.3,0.5412294272573256,0.05412294272573256,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
403,HIP 54810,0.17,18.28,K5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.28,0.5333333333333331,0.05333333333333331,100,0.28,0.5333333333333331,0.05333333333333331,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
404,HIP 54906,0.36,21.11,K1V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.27,0.4893822120745195,0.04893822120745195,100,0.27,0.4893822120745195,0.04893822120745195,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
405,HIP 54952 A,0.23,14.65,K5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.49838121792844325,0.049838121792844324,100,0.21,0.49838121792844325,0.049838121792844324,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
406,HIP 55013,0.78,27.5,G5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.45604802157206886,0.045604802157206886,100,0.21,0.45604802157206886,0.045604802157206886,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
407,HIP 55210,0.55,21.57,G8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.18,0.38612291966536944,0.03861229196653694,100,0.18,0.38612291966536944,0.03861229196653694,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
408,HIP 55454 A,0.13,13.16,K4V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.24,0.5148305595538261,0.051483055955382606,100,0.24,0.5148305595538261,0.051483055955382606,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
409,HIP 55691 A,0.3,13.71,K5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.27,0.4893822120745195,0.04893822120745195,100,0.27,0.4893822120745195,0.04893822120745195,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
410,HIP 55846,0.76,17.75,G7III,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.2,0.42640143271122044,0.04264014327112205,100,0.2,0.42640143271122044,0.04264014327112205,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
411,HIP 55848,0.34,17.96,K3V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,27,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,27,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,27,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,27,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.31,0.5448565745851716,0.054485657458517155,100,0.31,0.5448565745851716,0.054485657458517155,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
412,HIP 56153,0.3,22.86,K4V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.23,0.4229525846816506,0.04229525846816506,100,0.23,0.4229525846816506,0.04229525846816506,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
413,HIP 56452,0.62,9.56,K0V,0.535892510843421,0.054459765947293334,0.022233106347044607,6,0.06,0.23868325657594172,0.023868325657594173,100,0.23076923076923078,0.4296689244236597,0.08426500884694864,26,0.06,0.23868325657594172,0.023868325657594173,100,0.025051203145357522,0.009222563215069902,0.0037650956662471963,6,0.06,0.23868325657594172,0.023868325657594173,100,0.23076923076923078,0.4296689244236597,0.08426500884694864,26,0.06,0.23868325657594172,0.023868325657594173,100,0.025051203145357522,0.009222563215069902,0.0037650956662471963,6,2.646560446004823,10.987913512662798,1.09879135126628,100,44.109340766747046,13.995103822320667,5.713477210326688,6,979.9466873268984,308.5600551640621,125.96911502616362,6,0.06,0.23868325657594172,0.023868325657594173,100,0.6680711714200511,0.01580777587941173,0.001580777587941173,100,0.63,1.2115187896924156,0.12115187896924155,100,0.8846153846153846,0.32581259360842113,0.06389710663783135,26,0.24,0.4521553322083517,0.04521553322083517,100,0.05413424373597555,0.11525924600346382,0.011525924600346382,100,0.63,1.2115187896924156,0.12115187896924155,100,0.8846153846153846,0.32581259360842113,0.06389710663783135,26,0.24,0.4521553322083517,0.04521553322083517,100,0.05413424373597555,0.11525924600346382,0.011525924600346382,100,9.018668844991948,3.6257191242518263,0.3625719124251826,100,2.571053651580958,0.40045268443735665,0.04004526844373567,100,570.6424594518886,251.30876985866558,25.130876985866557,100,3.55,1.4520970554979655,0.14520970554979656,100,0.27,0.4682872294787993,0.04682872294787993,100,0.27,0.4682872294787993,0.04682872294787993,100,0.19,0.3942772444036622,0.03942772444036622,100,0.19,0.3942772444036622,0.03942772444036622,100,0.19,0.3942772444036622,0.03942772444036622,100
414,HIP 56528,0.03,8.88,M2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.19,0.41911402464790604,0.0419114024647906,100,0.19,0.41911402464790604,0.0419114024647906,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
415,HIP 56809 A,1.24,23.25,G0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.27,0.4893822120745194,0.048938221207451935,100,0.27,0.4893822120745194,0.048938221207451935,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
416,HIP 56829,0.27,19.92,K5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.4836728170358496,0.04836728170358496,100,0.22,0.4836728170358496,0.04836728170358496,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
417,HIP 56997,0.65,9.61,G8V,0.584108991953572,0.12203351351383555,0.03859038535766582,10,0.11,0.3450955072018603,0.03450955072018603,100,0.6333333333333333,0.4805750523616275,0.12408394495995605,15,0.11,0.3450955072018603,0.03450955072018603,100,0.06938188911712638,0.06237328332509961,0.019724164045031536,10,0.11,0.3450955072018603,0.03450955072018603,100,0.6333333333333333,0.4805750523616275,0.12408394495995605,15,0.11,0.3450955072018603,0.03450955072018603,100,0.06938188911712638,0.06237328332509961,0.019724164045031536,10,2.705521496552293,9.718658391148864,0.9718658391148864,100,27.05521496552293,17.521155022762475,5.540675710882876,10,591.6352529764131,161.91403074615314,51.201712229637614,10,0.1,0.30151134457776346,0.030151134457776348,100,0.6756714831294032,0.015419343579771535,0.0015419343579771536,100,0.44,1.1130084810044716,0.11130084810044716,100,0.8666666666666667,0.29680841985233186,0.07663560447348135,15,0.15,0.3859920970562731,0.03859920970562731,100,0.0642597416950257,0.1696017902924623,0.01696017902924623,100,0.44,1.1130084810044716,0.11130084810044716,100,0.8666666666666667,0.29680841985233186,0.07663560447348135,15,0.15,0.3859920970562731,0.03859920970562731,100,0.0642597416950257,0.1696017902924623,0.01696017902924623,100,3.357537993756706,1.7341279718235598,0.17341279718235597,100,0.967118316415644,0.1875927964869787,0.01875927964869787,100,35.90987126610004,23.000406653648305,2.3000406653648304,100,3.36,1.0873004286866716,0.10873004286866716,100,0.18,0.4579268169663902,0.04579268169663902,100,0.18,0.4579268169663902,0.04579268169663902,100,0.14,0.34873508801977704,0.034873508801977704,100,0.14,0.34873508801977704,0.034873508801977704,100,0.14,0.34873508801977704,0.034873508801977704,100
418,HIP 56998,0.16,12.4,K4V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.3,0.5595813731096781,0.05595813731096781,100,0.3,0.5595813731096781,0.05595813731096781,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
