star_sInd,star_Name,star_L,star_dist,star_Spec,h_star_char_comp_mean,h_star_char_comp_std,h_star_char_comp_sem,h_star_char_comp_nEns,h_star_char_earth_cume_mean,h_star_char_earth_cume_std,h_star_char_earth_cume_sem,h_star_char_earth_cume_nEns,h_star_char_earth_frac_mean,h_star_char_earth_frac_std,h_star_char_earth_frac_sem,h_star_char_earth_frac_nEns,h_star_char_earth_uniq_mean,h_star_char_earth_uniq_std,h_star_char_earth_uniq_sem,h_star_char_earth_uniq_nEns,h_star_char_earth_value_mean,h_star_char_earth_value_std,h_star_char_earth_value_sem,h_star_char_earth_value_nEns,h_star_char_plan_cume_mean,h_star_char_plan_cume_std,h_star_char_plan_cume_sem,h_star_char_plan_cume_nEns,h_star_char_plan_frac_mean,h_star_char_plan_frac_std,h_star_char_plan_frac_sem,h_star_char_plan_frac_nEns,h_star_char_plan_uniq_mean,h_star_char_plan_uniq_std,h_star_char_plan_uniq_sem,h_star_char_plan_uniq_nEns,h_star_char_plan_value_mean,h_star_char_plan_value_std,h_star_char_plan_value_sem,h_star_char_plan_value_nEns,h_star_char_tInt_mean,h_star_char_tInt_std,h_star_char_tInt_sem,h_star_char_tInt_nEns,h_star_char_tIntAvg_mean,h_star_char_tIntAvg_std,h_star_char_tIntAvg_sem,h_star_char_tIntAvg_nEns,h_star_char_tobs1_mean,h_star_char_tobs1_std,h_star_char_tobs1_sem,h_star_char_tobs1_nEns,h_star_char_visit_mean,h_star_char_visit_std,h_star_char_visit_sem,h_star_char_visit_nEns,h_star_det_comp_mean,h_star_det_comp_std,h_star_det_comp_sem,h_star_det_comp_nEns,h_star_det_earth_cume_mean,h_star_det_earth_cume_std,h_star_det_earth_cume_sem,h_star_det_earth_cume_nEns,h_star_det_earth_frac_mean,h_star_det_earth_frac_std,h_star_det_earth_frac_sem,h_star_det_earth_frac_nEns,h_star_det_earth_uniq_mean,h_star_det_earth_uniq_std,h_star_det_earth_uniq_sem,h_star_det_earth_uniq_nEns,h_star_det_earth_value_mean,h_star_det_earth_value_std,h_star_det_earth_value_sem,h_star_det_earth_value_nEns,h_star_det_plan_cume_mean,h_star_det_plan_cume_std,h_star_det_plan_cume_sem,h_star_det_plan_cume_nEns,h_star_det_plan_frac_mean,h_star_det_plan_frac_std,h_star_det_plan_frac_sem,h_star_det_plan_frac_nEns,h_star_det_plan_uniq_mean,h_star_det_plan_uniq_std,h_star_det_plan_uniq_sem,h_star_det_plan_uniq_nEns,h_star_det_plan_value_mean,h_star_det_plan_value_std,h_star_det_plan_value_sem,h_star_det_plan_value_nEns,h_star_det_tInt_mean,h_star_det_tInt_std,h_star_det_tInt_sem,h_star_det_tInt_nEns,h_star_det_tIntAvg_mean,h_star_det_tIntAvg_std,h_star_det_tIntAvg_sem,h_star_det_tIntAvg_nEns,h_star_det_tobs1_mean,h_star_det_tobs1_std,h_star_det_tobs1_sem,h_star_det_tobs1_nEns,h_star_det_visit_mean,h_star_det_visit_std,h_star_det_visit_sem,h_star_det_visit_nEns,h_star_earth_per_star_mean,h_star_earth_per_star_std,h_star_earth_per_star_sem,h_star_earth_per_star_nEns,h_star_plan_per_star_mean,h_star_plan_per_star_std,h_star_plan_per_star_sem,h_star_plan_per_star_nEns,h_star_promo_allplan_mean,h_star_promo_allplan_std,h_star_promo_allplan_sem,h_star_promo_allplan_nEns,h_star_promo_earth_mean,h_star_promo_earth_std,h_star_promo_earth_sem,h_star_promo_earth_nEns,h_star_promo_hzone_mean,h_star_promo_hzone_std,h_star_promo_hzone_sem,h_star_promo_hzone_nEns
170,HIP 21818,0.16,13.19,K3V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.26,0.5049252369900863,0.050492523699008626,100,0.26,0.5049252369900863,0.050492523699008626,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
171,HIP 21932,0.04,9.27,M2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,24,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.25,0.4578165130223675,0.04578165130223675,100,0.25,0.4578165130223675,0.04578165130223675,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
172,HIP 21960,0.66,27.34,G8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,20,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.48367281703584947,0.048367281703584945,100,0.22,0.48367281703584947,0.048367281703584945,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
173,HIP 22122,0.42,20.86,K1V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,19,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.22,0.4836728170358495,0.04836728170358495,100,0.22,0.4836728170358495,0.04836728170358495,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
174,HIP 22263,1.01,13.28,G3V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,23,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.6690987070255086,0.00410041086072655,0.00046133226482291046,79,0.04,0.3152680437246048,0.031526804372460485,100,0.08695652173913043,0.28810406552003043,0.06007385040937022,23,0.02,0.14070529413628963,0.014070529413628963,100,0.005527265705312256,0.035433455298348536,0.003986575184417506,79,0.04,0.3152680437246048,0.031526804372460485,100,0.08695652173913043,0.28810406552003043,0.06007385040937022,23,0.02,0.14070529413628963,0.014070529413628963,100,0.005527265705312256,0.035433455298348536,0.003986575184417506,79,5.283717170922476,3.4453282898290216,0.34453282898290216,100,2.8108819735556767,0.2027457946010621,0.022810684046928775,79,1360.5505975049477,234.5553350777274,26.38953695936005,79,1.88,1.2249922696107354,0.12249922696107354,100,0.27,0.5290548080293668,0.05290548080293668,100,0.27,0.5290548080293668,0.05290548080293668,100,0.01,0.09999999999999998,0.009999999999999998,100,0.01,0.09999999999999998,0.009999999999999998,100,0.01,0.09999999999999998,0.009999999999999998,100
175,HIP 22349,1.34,29.78,G2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,14,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,14,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,14,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,14,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.15,0.38599209705627285,0.03859920970562729,100,0.15,0.38599209705627285,0.03859920970562729,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
176,HIP 22449,3.0,8.07,F6V,0.2108174262511609,0.01200442039993144,0.003208316304524519,14,0.15,0.38599209705627285,0.03859920970562729,100,0.5384615384615384,0.508391127441794,0.09970370305242862,26,0.15,0.38599209705627285,0.03859920970562729,100,0.21991798712460048,0.12955253302985353,0.03462437087045903,14,0.15,0.38599209705627285,0.03859920970562729,100,0.5384615384615384,0.508391127441794,0.09970370305242862,26,0.15,0.38599209705627285,0.03859920970562729,100,0.21991798712460048,0.12955253302985353,0.03462437087045903,14,1.035650227600702,3.478473218885163,0.3478473218885163,100,7.3975016257193005,6.439138336247343,1.720932108591367,14,1072.0402300619942,302.91319645402825,80.95695707596578,14,0.14,0.3487350880197771,0.03487350880197771,100,0.21723137648800844,0.003082987070082623,0.0003082987070082623,100,0.53,1.0959521481849068,0.10959521481849069,100,0.75,0.4301162633521313,0.08435273922869735,26,0.2,0.4020151261036846,0.04020151261036846,100,0.28497378827307734,0.624903364821723,0.0624903364821723,100,0.53,1.0959521481849068,0.10959521481849069,100,0.75,0.4301162633521313,0.08435273922869735,26,0.2,0.4020151261036846,0.04020151261036846,100,0.28497378827307734,0.624903364821723,0.0624903364821723,100,1.022509721785278,0.5449505039580196,0.05449505039580196,100,0.28691508351277983,0.06955133655874408,0.006955133655874408,100,28.62586030971342,3.5361585510305233,0.3536158551030523,100,3.42,0.9967624358568866,0.09967624358568866,100,0.28,0.4940044575106624,0.04940044575106624,100,0.28,0.4940044575106624,0.04940044575106624,100,0.14,0.3487350880197771,0.03487350880197771,100,0.14,0.3487350880197771,0.03487350880197771,100,0.14,0.3487350880197771,0.03487350880197771,100
177,HIP 22451,0.34,17.75,K2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.28,0.5333333333333327,0.05333333333333327,100,0.28,0.5333333333333327,0.05333333333333327,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
178,HIP 22776,0.62,28.22,G5V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.28,0.49400445751066213,0.04940044575106621,100,0.28,0.49400445751066213,0.04940044575106621,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
179,HIP 22787,0.56,25.16,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.49838121792844325,0.049838121792844324,100,0.21,0.49838121792844325,0.049838121792844324,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
180,HIP 22907,0.23,17.89,K4V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,26,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.31,0.580751863770343,0.05807518637703431,100,0.31,0.580751863770343,0.05807518637703431,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
181,HIP 23311,0.3,8.71,K4III,0.526697315855553,0.09432639146145531,0.02520978852710605,14,0.15,0.38599209705627313,0.038599209705627316,100,0.5,0.5,0.09622504486493763,27,0.15,0.38599209705627313,0.038599209705627316,100,0.05179334426849992,0.03158106056494529,0.00844039346749877,14,0.15,0.38599209705627313,0.038599209705627316,100,0.5,0.5,0.09622504486493763,27,0.15,0.38599209705627313,0.038599209705627316,100,0.05179334426849992,0.03158106056494529,0.00844039346749877,14,3.9341028046905127,11.102640718843729,1.1102640718843728,100,28.100734319217946,14.401370608165433,3.84892819397938,14,926.8358102475476,439.88432635285704,117.56403135887477,14,0.14,0.3487350880197771,0.03487350880197771,100,0.6720051966537686,0.016410450796199866,0.0016410450796199866,100,0.66,1.3043826667869127,0.13043826667869127,100,0.7777777777777778,0.4236592728681618,0.08153326507837144,27,0.23,0.4682872294787989,0.04682872294787989,100,0.051838033540201216,0.11795615034271213,0.011795615034271213,100,0.66,1.3043826667869127,0.13043826667869127,100,0.7777777777777778,0.4236592728681618,0.08153326507837144,27,0.23,0.4682872294787989,0.04682872294787989,100,0.051838033540201216,0.11795615034271213,0.011795615034271213,100,9.03113385481102,5.44438059330786,0.544438059330786,100,2.4567678288891552,0.5004571565536223,0.050045715655362234,100,220.88170704354917,180.2892760412248,18.02892760412248,100,3.57,1.4442851505016607,0.14442851505016607,100,0.29,0.498381217928443,0.049838121792844296,100,0.29,0.498381217928443,0.049838121792844296,100,0.21,0.4093601807403326,0.040936018074033256,100,0.21,0.4093601807403326,0.040936018074033256,100,0.21,0.4093601807403326,0.040936018074033256,100
182,HIP 23437,0.73,22.48,G0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.21,0.40936018074033265,0.04093601807403326,100,0.21,0.40936018074033265,0.04093601807403326,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
183,HIP 23452 A,0.09,8.58,M0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,29,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,29,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,29,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,29,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.33,0.5695115752497341,0.05695115752497341,100,0.33,0.5695115752497341,0.05695115752497341,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
184,HIP 23693,1.54,11.65,F6V,0.48960612719610386,0.03096535309973707,0.008938927473842506,12,0.14,0.4025173313289778,0.04025173313289778,100,0.6764705882352942,0.46573787123862104,0.11295802570395012,17,0.14,0.4025173313289778,0.04025173313289778,100,0.04828504286228071,0.022148551425587967,0.006393736063861741,12,0.14,0.4025173313289778,0.04025173313289778,100,0.6764705882352942,0.46573787123862104,0.11295802570395012,17,0.14,0.4025173313289778,0.04025173313289778,100,0.04828504286228071,0.022148551425587967,0.006393736063861741,12,3.4583833356766847,10.449202294658546,1.0449202294658546,100,28.81986113063904,13.612914367854177,3.929709887367967,12,803.7753577370232,212.2014326883521,61.25727714252217,12,0.12,0.3265986323710906,0.03265986323710906,100,0.5371385949608579,0.013442725519679847,0.0013442725519679846,100,0.49,1.1933739624029902,0.11933739624029902,100,0.8823529411764706,0.3321055820775357,0.08054743492723031,17,0.18,0.45792681696639026,0.045792681696639026,100,0.07218058424738177,0.19225078212098382,0.01922507821209838,100,0.49,1.1933739624029902,0.11933739624029902,100,0.8823529411764706,0.3321055820775357,0.08054743492723031,17,0.18,0.45792681696639026,0.045792681696639026,100,0.07218058424738177,0.19225078212098382,0.01922507821209838,100,3.825434823158458,1.9240318738020905,0.19240318738020906,100,1.1506610462874793,0.38485950773908717,0.03848595077390872,100,78.3824032009713,99.37199207119404,9.937199207119404,100,3.25,0.8211226608993472,0.08211226608993472,100,0.2,0.47140452079103123,0.047140452079103126,100,0.2,0.47140452079103123,0.047140452079103126,100,0.15,0.35887028128263687,0.035887028128263686,100,0.15,0.35887028128263687,0.035887028128263686,100,0.15,0.35887028128263687,0.035887028128263686,100
185,HIP 23708,0.08,11.66,K7V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.28,0.5140451577852124,0.051404515778521245,100,0.28,0.5140451577852124,0.051404515778521245,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
186,HIP 23786,0.46,23.67,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,25,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.29,0.5373898759633257,0.05373898759633257,100,0.29,0.5373898759633257,0.05373898759633257,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
187,HIP 23852,2.35,27.67,G1IV,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,22,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.28,0.6208498574168678,0.062084985741686784,100,0.28,0.6208498574168678,0.062084985741686784,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
188,HIP 24186,0.01,3.91,M2V,0.0,0.0,0.0,2,0.02,0.14070529413628963,0.014070529413628963,100,0.08,0.27688746209726917,0.05537749241945383,25,0.02,0.14070529413628963,0.014070529413628963,100,0.05499399318448021,0.013624348167172576,0.009633868978254238,2,0.02,0.14070529413628963,0.014070529413628963,100,0.08,0.27688746209726917,0.05537749241945383,25,0.02,0.14070529413628963,0.014070529413628963,100,0.05499399318448021,0.013624348167172576,0.009633868978254238,2,0.37518997537648974,2.6805704246653437,0.2680570424665344,100,18.759498768824486,4.647524718031181,3.286296243851945,2,1479.9685421412796,93.71543991655122,66.26682306687383,2,0.02,0.14070529413628963,0.014070529413628963,100,0.5558522931108628,0.011126528314236404,0.004975934732841748,5,0.1,0.481999203654148,0.0481999203654148,100,0.2,0.4082482904638631,0.08164965809277261,25,0.05,0.21904291355759034,0.021904291355759033,100,0.3530875731060171,0.19967466740247722,0.08929722593932007,5,0.1,0.481999203654148,0.0481999203654148,100,0.2,0.4082482904638631,0.08164965809277261,25,0.05,0.21904291355759034,0.021904291355759033,100,0.3530875731060171,0.19967466740247722,0.08929722593932007,5,0.30723855784630033,1.37184006590791,0.137184006590791,100,2.0624425022518227,0.1681605457072919,0.07520368226699302,5,1639.4499225626023,189.73291197291596,84.85113774808475,5,0.15,0.6723244767373882,0.06723244767373882,100,0.27,0.4893822120745194,0.048938221207451935,100,0.27,0.4893822120745194,0.048938221207451935,100,0.02,0.14070529413628963,0.014070529413628963,100,0.02,0.14070529413628963,0.014070529413628963,100,0.02,0.14070529413628963,0.014070529413628963,100
189,HIP 24205,1.15,28.37,G2V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,32,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,32,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,32,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,32,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.36,0.5599422769673261,0.05599422769673261,100,0.36,0.5599422769673261,0.05599422769673261,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
190,HIP 24210,0.48,28.26,K0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,18,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.2,0.44946657497549436,0.04494665749754943,100,0.2,0.44946657497549436,0.04494665749754943,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
191,HIP 24419,0.86,29.06,G8V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,15,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,15,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,15,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,15,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.15,0.3588702812826371,0.03588702812826371,100,0.15,0.3588702812826371,0.03588702812826371,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
192,HIP 24786,2.27,25.03,G0V,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,0.0,0.0,0.0,21,0.0,0.0,0.0,100,nan,nan,nan,0,0.0,0.0,0.0,100,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,100,0.23,0.48938221207451926,0.04893822120745193,100,0.23,0.48938221207451926,0.04893822120745193,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
