exoE_char_full_mean,exoE_char_full_std,exoE_char_full_sem,exoE_char_full_nEns,exoE_char_full_q25,exoE_char_full_q50,exoE_char_full_q75,exoE_char_part_mean,exoE_char_part_std,exoE_char_part_sem,exoE_char_part_nEns,exoE_char_part_q25,exoE_char_part_q50,exoE_char_part_q75,exoE_char_snr_mean,exoE_char_snr_std,exoE_char_snr_sem,exoE_char_snr_nEns,exoE_char_snr_q25,exoE_char_snr_q50,exoE_char_snr_q75,exoE_char_strict_mean,exoE_char_strict_std,exoE_char_strict_sem,exoE_char_strict_nEns,exoE_char_strict_q25,exoE_char_strict_q50,exoE_char_strict_q75,exoE_char_tput_full_mean,exoE_char_tput_full_std,exoE_char_tput_full_sem,exoE_char_tput_full_nEns,exoE_char_tput_full_q25,exoE_char_tput_full_q50,exoE_char_tput_full_q75,exoE_char_tput_strict_mean,exoE_char_tput_strict_std,exoE_char_tput_strict_sem,exoE_char_tput_strict_nEns,exoE_char_tput_strict_q25,exoE_char_tput_strict_q50,exoE_char_tput_strict_q75,exoE_det_alt_mean,exoE_det_alt_std,exoE_det_alt_sem,exoE_det_alt_nEns,exoE_det_alt_q25,exoE_det_alt_q50,exoE_det_alt_q75,exoE_det_main_mean,exoE_det_main_std,exoE_det_main_sem,exoE_det_main_nEns,exoE_det_main_q25,exoE_det_main_q50,exoE_det_main_q75,exoE_population_mean,exoE_population_std,exoE_population_sem,exoE_population_nEns,exoE_population_q25,exoE_population_q50,exoE_population_q75,exoE_xchar_full_mean,exoE_xchar_full_std,exoE_xchar_full_sem,exoE_xchar_full_nEns,exoE_xchar_full_q25,exoE_xchar_full_q50,exoE_xchar_full_q75,exoE_xchar_part_mean,exoE_xchar_part_std,exoE_xchar_part_sem,exoE_xchar_part_nEns,exoE_xchar_part_q25,exoE_xchar_part_q50,exoE_xchar_part_q75,exoE_xchar_snr_mean,exoE_xchar_snr_std,exoE_xchar_snr_sem,exoE_xchar_snr_nEns,exoE_xchar_snr_q25,exoE_xchar_snr_q50,exoE_xchar_snr_q75,exoE_xchar_tput_full_mean,exoE_xchar_tput_full_std,exoE_xchar_tput_full_sem,exoE_xchar_tput_full_nEns,exoE_xchar_tput_full_q25,exoE_xchar_tput_full_q50,exoE_xchar_tput_full_q75,exoE_xdet_alt_mean,exoE_xdet_alt_std,exoE_xdet_alt_sem,exoE_xdet_alt_nEns,exoE_xdet_alt_q25,exoE_xdet_alt_q50,exoE_xdet_alt_q75,exoE_xdet_main_mean,exoE_xdet_main_std,exoE_xdet_main_sem,exoE_xdet_main_nEns,exoE_xdet_main_q25,exoE_xdet_main_q50,exoE_xdet_main_q75,exoE_char_full_red_mean,exoE_char_full_red_std,exoE_char_full_red_sem,exoE_char_full_red_nEns,exoE_char_full_red_q25,exoE_char_full_red_q50,exoE_char_full_red_q75,exoE_char_part_red_mean,exoE_char_part_red_std,exoE_char_part_red_sem,exoE_char_part_red_nEns,exoE_char_part_red_q25,exoE_char_part_red_q50,exoE_char_part_red_q75,exoE_char_snr_red_mean,exoE_char_snr_red_std,exoE_char_snr_red_sem,exoE_char_snr_red_nEns,exoE_char_snr_red_q25,exoE_char_snr_red_q50,exoE_char_snr_red_q75,exoE_char_full_union_mean,exoE_char_full_union_std,exoE_char_full_union_sem,exoE_char_full_union_nEns,exoE_char_full_union_q25,exoE_char_full_union_q50,exoE_char_full_union_q75,exoE_char_part_union_mean,exoE_char_part_union_std,exoE_char_part_union_sem,exoE_char_part_union_nEns,exoE_char_part_union_q25,exoE_char_part_union_q50,exoE_char_part_union_q75,exoE_char_snr_union_mean,exoE_char_snr_union_std,exoE_char_snr_union_sem,exoE_char_snr_union_nEns,exoE_char_snr_union_q25,exoE_char_snr_union_q50,exoE_char_snr_union_q75
12.09,3.3153911054079552,0.33153911054079555,100,9.0,12.0,15.0,0.0,0.0,0.0,100,0.0,0.0,0.0,5.696507654737319,0.42548869172599,0.042548869172599,100,5.360934752187271,5.4625040120941435,6.020099827975825,12.09,3.3153911054079552,0.33153911054079555,100,9.0,12.0,15.0,0.05575660846509381,0.014417404570164037,0.0014417404570164038,100,0.04482631684626196,0.05336569579288026,0.06454068346620728,0.05575660846509381,0.014417404570164037,0.0014417404570164038,100,0.04482631684626196,0.05336569579288026,0.06454068346620728,17.15,3.5458753958976508,0.3545875395897651,100,15.0,17.0,20.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.24446327683615823,0.015942140620497057,0.0015942140620497057,100,0.23502824858757063,0.2440677966101695,0.25451977401129944,12.09,3.3153911054079552,0.33153911054079555,100,9.0,12.0,15.0,0.0,0.0,0.0,100,0.0,0.0,0.0,5.69650765473732,0.42548869172599,0.042548869172599,100,5.360934752187271,5.4625040120941435,6.020099827975825,0.05575660846509381,0.014417404570164037,0.0014417404570164038,100,0.04482631684626196,0.05336569579288026,0.06454068346620728,44.57,9.087959622545101,0.9087959622545101,100,38.0,43.0,52.0,0.0,0.0,0.0,100,0.0,0.0,0.0,12.09,3.3153911054079552,0.33153911054079555,100,9.0,12.0,15.0,0.0,0.0,0.0,100,0.0,0.0,0.0,5.696507654737319,0.42548869172599,0.042548869172599,100,5.360934752187271,5.4625040120941435,6.020099827975825,12.09,3.3153911054079552,0.33153911054079555,100,9.0,12.0,15.0,0.0,0.0,0.0,100,0.0,0.0,0.0,5.696507654737319,0.42548869172599,0.042548869172599,100,5.360934752187271,5.4625040120941435,6.020099827975825
