funnel_deep_allplan_mean,funnel_deep_allplan_std,funnel_deep_allplan_sem,funnel_deep_allplan_nEns,funnel_deep_chars_allplan_cume_mean,funnel_deep_chars_allplan_cume_std,funnel_deep_chars_allplan_cume_sem,funnel_deep_chars_allplan_cume_nEns,funnel_deep_chars_allplan_uniq_mean,funnel_deep_chars_allplan_uniq_std,funnel_deep_chars_allplan_uniq_sem,funnel_deep_chars_allplan_uniq_nEns,funnel_deep_chars_earth_cume_mean,funnel_deep_chars_earth_cume_std,funnel_deep_chars_earth_cume_sem,funnel_deep_chars_earth_cume_nEns,funnel_deep_chars_earth_uniq_mean,funnel_deep_chars_earth_uniq_std,funnel_deep_chars_earth_uniq_sem,funnel_deep_chars_earth_uniq_nEns,funnel_deep_chars_hzone_cume_mean,funnel_deep_chars_hzone_cume_std,funnel_deep_chars_hzone_cume_sem,funnel_deep_chars_hzone_cume_nEns,funnel_deep_chars_hzone_uniq_mean,funnel_deep_chars_hzone_uniq_std,funnel_deep_chars_hzone_uniq_sem,funnel_deep_chars_hzone_uniq_nEns,funnel_deep_chars_star_cume_mean,funnel_deep_chars_star_cume_std,funnel_deep_chars_star_cume_sem,funnel_deep_chars_star_cume_nEns,funnel_deep_chars_star_uniq_mean,funnel_deep_chars_star_uniq_std,funnel_deep_chars_star_uniq_sem,funnel_deep_chars_star_uniq_nEns,funnel_deep_earth_mean,funnel_deep_earth_std,funnel_deep_earth_sem,funnel_deep_earth_nEns,funnel_deep_hzone_mean,funnel_deep_hzone_std,funnel_deep_hzone_sem,funnel_deep_hzone_nEns,funnel_deep_star_mean,funnel_deep_star_std,funnel_deep_star_sem,funnel_deep_star_nEns,funnel_deep_tries_allplan_cume_mean,funnel_deep_tries_allplan_cume_std,funnel_deep_tries_allplan_cume_sem,funnel_deep_tries_allplan_cume_nEns,funnel_deep_tries_allplan_uniq_mean,funnel_deep_tries_allplan_uniq_std,funnel_deep_tries_allplan_uniq_sem,funnel_deep_tries_allplan_uniq_nEns,funnel_deep_tries_earth_cume_mean,funnel_deep_tries_earth_cume_std,funnel_deep_tries_earth_cume_sem,funnel_deep_tries_earth_cume_nEns,funnel_deep_tries_earth_uniq_mean,funnel_deep_tries_earth_uniq_std,funnel_deep_tries_earth_uniq_sem,funnel_deep_tries_earth_uniq_nEns,funnel_deep_tries_hzone_cume_mean,funnel_deep_tries_hzone_cume_std,funnel_deep_tries_hzone_cume_sem,funnel_deep_tries_hzone_cume_nEns,funnel_deep_tries_hzone_uniq_mean,funnel_deep_tries_hzone_uniq_std,funnel_deep_tries_hzone_uniq_sem,funnel_deep_tries_hzone_uniq_nEns,funnel_deep_tries_star_cume_mean,funnel_deep_tries_star_cume_std,funnel_deep_tries_star_cume_sem,funnel_deep_tries_star_cume_nEns,funnel_deep_tries_star_uniq_mean,funnel_deep_tries_star_uniq_std,funnel_deep_tries_star_uniq_sem,funnel_deep_tries_star_uniq_nEns,funnel_promo_allplan_mean,funnel_promo_allplan_std,funnel_promo_allplan_sem,funnel_promo_allplan_nEns,funnel_promo_chars_allplan_cume_mean,funnel_promo_chars_allplan_cume_std,funnel_promo_chars_allplan_cume_sem,funnel_promo_chars_allplan_cume_nEns,funnel_promo_chars_allplan_uniq_mean,funnel_promo_chars_allplan_uniq_std,funnel_promo_chars_allplan_uniq_sem,funnel_promo_chars_allplan_uniq_nEns,funnel_promo_chars_earth_cume_mean,funnel_promo_chars_earth_cume_std,funnel_promo_chars_earth_cume_sem,funnel_promo_chars_earth_cume_nEns,funnel_promo_chars_earth_uniq_mean,funnel_promo_chars_earth_uniq_std,funnel_promo_chars_earth_uniq_sem,funnel_promo_chars_earth_uniq_nEns,funnel_promo_chars_hzone_cume_mean,funnel_promo_chars_hzone_cume_std,funnel_promo_chars_hzone_cume_sem,funnel_promo_chars_hzone_cume_nEns,funnel_promo_chars_hzone_uniq_mean,funnel_promo_chars_hzone_uniq_std,funnel_promo_chars_hzone_uniq_sem,funnel_promo_chars_hzone_uniq_nEns,funnel_promo_chars_star_cume_mean,funnel_promo_chars_star_cume_std,funnel_promo_chars_star_cume_sem,funnel_promo_chars_star_cume_nEns,funnel_promo_chars_star_uniq_mean,funnel_promo_chars_star_uniq_std,funnel_promo_chars_star_uniq_sem,funnel_promo_chars_star_uniq_nEns,funnel_promo_earth_mean,funnel_promo_earth_std,funnel_promo_earth_sem,funnel_promo_earth_nEns,funnel_promo_hzone_mean,funnel_promo_hzone_std,funnel_promo_hzone_sem,funnel_promo_hzone_nEns,funnel_promo_star_mean,funnel_promo_star_std,funnel_promo_star_sem,funnel_promo_star_nEns,funnel_promo_tries_allplan_cume_mean,funnel_promo_tries_allplan_cume_std,funnel_promo_tries_allplan_cume_sem,funnel_promo_tries_allplan_cume_nEns,funnel_promo_tries_allplan_uniq_mean,funnel_promo_tries_allplan_uniq_std,funnel_promo_tries_allplan_uniq_sem,funnel_promo_tries_allplan_uniq_nEns,funnel_promo_tries_earth_cume_mean,funnel_promo_tries_earth_cume_std,funnel_promo_tries_earth_cume_sem,funnel_promo_tries_earth_cume_nEns,funnel_promo_tries_earth_uniq_mean,funnel_promo_tries_earth_uniq_std,funnel_promo_tries_earth_uniq_sem,funnel_promo_tries_earth_uniq_nEns,funnel_promo_tries_hzone_cume_mean,funnel_promo_tries_hzone_cume_std,funnel_promo_tries_hzone_cume_sem,funnel_promo_tries_hzone_cume_nEns,funnel_promo_tries_hzone_uniq_mean,funnel_promo_tries_hzone_uniq_std,funnel_promo_tries_hzone_uniq_sem,funnel_promo_tries_hzone_uniq_nEns,funnel_promo_tries_star_cume_mean,funnel_promo_tries_star_cume_std,funnel_promo_tries_star_cume_sem,funnel_promo_tries_star_cume_nEns,funnel_promo_tries_star_uniq_mean,funnel_promo_tries_star_uniq_std,funnel_promo_tries_star_uniq_sem,funnel_promo_tries_star_uniq_nEns
0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,14.86,3.584534682338684,0.35845346823386837,100,12.09,3.3153911054079552,0.33153911054079555,100,12.09,3.3153911054079552,0.33153911054079555,100,12.09,3.3153911054079552,0.33153911054079555,100,12.09,3.3153911054079552,0.33153911054079555,100,12.09,3.3153911054079552,0.33153911054079555,100,12.09,3.3153911054079552,0.33153911054079555,100,10.86,2.636266107565583,0.2636266107565583,100,10.86,2.636266107565583,0.2636266107565583,100,14.86,3.584534682338684,0.35845346823386837,100,14.86,3.584534682338684,0.35845346823386837,100,12.99,2.735826652905384,0.2735826652905384,100,12.61,3.498614444362658,0.3498614444362658,100,12.61,3.498614444362658,0.3498614444362658,100,12.61,3.498614444362658,0.3498614444362658,100,12.61,3.498614444362658,0.3498614444362658,100,12.61,3.498614444362658,0.3498614444362658,100,12.61,3.498614444362658,0.3498614444362658,100,10.86,2.636266107565583,0.2636266107565583,100,10.86,2.636266107565583,0.2636266107565583,100
