chars_earth_strict,chars_earth_unique,chars_strict_mean,chars_unique_mean,detections_earth_all,detections_earth_unique,detections_unique_mean,ensemble_size,experiment,runtime,simtime,user
12.09,12.09,12.09,12.09,44.57,17.15,17.15,100, Example_EAC1_EXOSIMS2_QE90_noiseless,2025-01-03_19:06,2025-01-03_17:05,tokadjia
