ensemble,obsnum,name,sind,pind,n_earth,n_success,is_success,is_deep,is_promo,WA,dMag,phi,char_SNR,MV
694807061,299,HIP 32984,258,0,2,1,1,0,1,30.74786223515015,21.967168979302862,0.8792175746446103,5.361924263907573,6.079562670759302
694807061,299,HIP 32984,258,1,2,1,0,0,1,67.74427312851908,24.197655182699886,0.3377609808419145,0.0,6.079562670759302
719862934,56,HIP 1475,13,0,1,1,1,0,1,43.4231518912899,20.04662345996656,0.5957996792249962,5.363537131516148,6.840766091401013
719862934,64,HIP 104214,771,0,1,1,1,0,1,49.63886995646181,21.385910306677445,0.8872733986782301,5.361513459177896,4.765481840984286
719862934,163,HIP 19849,156,0,1,1,1,0,1,127.04275405154493,23.206939066412858,0.601746791749343,5.361663459063246,4.258023487803837
719862934,217,HIP 47080,358,0,1,1,1,0,1,88.92582020764301,24.36040920320859,0.4419248149449726,5.357832388908009,5.285255009152942
719862934,220,HIP 105858,784,0,1,1,1,0,1,155.88067574214168,24.59234576464403,0.5439050139822317,5.361942082910545,4.194253131318514
719862934,239,HIP 439,2,0,1,1,1,0,1,38.64532333787528,20.43622737896152,0.5528340717823816,5.360618322747048,7.264873658402601
719862934,242,HIP 15371,122,0,1,1,1,0,1,120.73015624053615,24.811611441635534,0.3992295898179082,5.3599448469724384,5.199235074936293
719862934,267,HIP 86400,643,0,1,1,1,0,1,63.88308596725823,23.480727492155662,0.6939462914539727,5.356673261492321,6.2082661331854885
719862934,305,HIP 1599,16,0,1,1,1,0,1,115.57890952209613,25.469240774785106,0.8262946740521125,5.3582391050005835,4.190336716738497
719862934,320,HIP 24813,193,0,1,1,1,0,1,69.51247022290197,24.334797091514233,0.7975513830413489,5.360607699095622,4.645862242343544
725665633,142,HIP 7751 B,61,0,1,1,1,0,1,77.06877599773975,23.345974714964694,0.4682867187144817,5.361613178118705,5.467336472693603
725665633,144,HIP 5336,46,0,1,1,1,0,1,78.43763179223495,23.0527819922909,0.7777713451691505,5.361576174486115,5.0628401789420066
725665633,165,HIP 99825,747,0,1,1,1,0,1,35.46643988327271,23.08711831199772,0.9571661479961356,5.356001772965969,5.5212652941896225
725665633,211,HIP 23311,181,0,1,1,1,0,1,76.89604749826432,23.770003248375595,0.6327738907127939,5.361204294927071,5.83728763823916
725665633,224,HIP 22449,176,0,1,1,1,0,1,195.93161683022433,25.822476122054212,0.5237072307585229,5.3571371382198185,3.1715645368111964
725665633,226,HIP 27072,214,0,1,1,1,0,1,205.96387089391817,25.72680948576727,0.6264974060813476,5.359377481730263,3.585072990740137
725665633,244,HIP 85295,632,0,1,1,1,0,1,45.10842057550068,24.94100287505654,0.048326476100372745,5.354809395636083,6.564500510743347
725665633,266,HIP 84720 A,625,0,1,1,1,0,1,17.45699346450465,23.307054194108044,0.9823910279864546,5.361938036427958,5.262405001663845
725665633,268,HIP 14632,114,0,1,1,1,0,1,179.43982110979624,25.767332112981663,0.6731456101156118,5.359763421211559,4.011923046957373
725665633,291,HIP 25878,204,0,1,1,1,0,1,42.3793483911173,21.238557777609923,0.5657076627278236,5.358028459514999,6.488996578519452
731758927,118,HIP 12114,92,0,2,2,1,0,1,79.67232210132376,25.409837869469406,0.07868270567377271,5.36009253079113,5.454627226464112
