h_det_time_lo,h_det_time_hi,h_time_delta_v_char_cume_mean,h_time_delta_v_char_cume_std,h_time_delta_v_char_cume_sem,h_time_delta_v_char_cume_nEns,h_time_delta_v_char_incr_mean,h_time_delta_v_char_incr_std,h_time_delta_v_char_incr_sem,h_time_delta_v_char_incr_nEns,h_time_delta_v_det_cume_mean,h_time_delta_v_det_cume_std,h_time_delta_v_det_cume_sem,h_time_delta_v_det_cume_nEns,h_time_delta_v_det_incr_mean,h_time_delta_v_det_incr_std,h_time_delta_v_det_incr_sem,h_time_delta_v_det_incr_nEns,h_time_delta_v_obs_cume_mean,h_time_delta_v_obs_cume_std,h_time_delta_v_obs_cume_sem,h_time_delta_v_obs_cume_nEns,h_time_delta_v_obs_incr_mean,h_time_delta_v_obs_incr_std,h_time_delta_v_obs_incr_sem,h_time_delta_v_obs_incr_nEns,h_time_delta_v_slew_cume_mean,h_time_delta_v_slew_cume_std,h_time_delta_v_slew_cume_sem,h_time_delta_v_slew_cume_nEns,h_time_delta_v_slew_incr_mean,h_time_delta_v_slew_incr_std,h_time_delta_v_slew_incr_sem,h_time_delta_v_slew_incr_nEns,h_time_char_cume_mean,h_time_char_cume_std,h_time_char_cume_sem,h_time_char_cume_nEns,h_time_char_incr_mean,h_time_char_incr_std,h_time_char_incr_sem,h_time_char_incr_nEns,h_time_det_cume_mean,h_time_det_cume_std,h_time_det_cume_sem,h_time_det_cume_nEns,h_time_det_incr_mean,h_time_det_incr_std,h_time_det_incr_sem,h_time_det_incr_nEns,h_time_fuel_all_mean,h_time_fuel_all_std,h_time_fuel_all_sem,h_time_fuel_all_nEns,h_time_fuel_keep_mean,h_time_fuel_keep_std,h_time_fuel_keep_sem,h_time_fuel_keep_nEns,h_time_fuel_slew_mean,h_time_fuel_slew_std,h_time_fuel_slew_sem,h_time_fuel_slew_nEns,h_time_slew_cume_mean,h_time_slew_cume_std,h_time_slew_cume_sem,h_time_slew_cume_nEns,h_time_slew_incr_mean,h_time_slew_incr_std,h_time_slew_incr_sem,h_time_slew_incr_nEns
305.0,335.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,8.591543659198276,11.058620493093358,1.1058620493093358,100,1.9549549364829968,4.4995710011987855,0.44995710011987855,100,101.04152153643876,8.968558299547887,0.8968558299547886,100,9.339229787736908,3.2450612773829572,0.32450612773829574,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
335.5,366.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,10.762991797873912,12.639712621830185,1.2639712621830186,100,2.171448138675638,5.259473002834593,0.5259473002834593,100,110.48473444263549,10.727219636092448,1.0727219636092449,100,9.44321290619669,3.628124692447224,0.36281246924472244,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
366.0,396.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,14.596333419651833,13.764868554953852,1.376486855495385,100,3.833341621777919,6.5324195697080505,0.653241956970805,100,119.0801721327639,11.722410352897192,1.1722410352897192,100,8.59543769012847,3.9043301440409444,0.39043301440409445,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
396.5,427.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,19.498595506660713,15.252759538202993,1.5252759538202993,100,4.902262087008878,8.029244551470748,0.8029244551470749,100,126.46923044910558,12.50876879486923,1.250876879486923,100,7.3890583163416235,4.754006902092593,0.4754006902092593,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
427.0,457.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,23.96247157487372,17.64344054599268,1.764344054599268,100,4.463876068213006,8.032903330486011,0.8032903330486011,100,134.34152214183024,14.291844306870232,1.4291844306870232,100,7.872291692724662,4.787413229716477,0.4787413229716477,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
457.5,488.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,28.26363723672524,20.534027564708826,2.0534027564708826,100,4.301165661851524,7.580410542944452,0.7580410542944451,100,141.99001506241956,16.079261961687635,1.6079261961687634,100,7.648492920589299,4.689079185593053,0.46890791855930536,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
488.0,518.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,31.83548308438761,22.25011900612343,2.225011900612343,100,3.5718458476623662,6.268088166519912,0.6268088166519912,100,149.61557621739684,18.461922345453992,1.8461922345453992,100,7.625561154977282,5.030735413780805,0.5030735413780805,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
518.5,549.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,36.28268366887685,23.490787482308075,2.3490787482308075,100,4.447200584489251,7.458823588272387,0.7458823588272387,100,157.21330779215666,20.319164884310563,2.0319164884310563,100,7.59773157475982,5.057147541840687,0.5057147541840686,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
549.0,579.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,41.27878277437233,25.081600291807657,2.5081600291807655,100,4.996099105495473,7.49853630379879,0.7498536303798791,100,164.3604527901851,21.952722051339432,2.1952722051339433,100,7.147144998028414,4.762530319438534,0.47625303194385343,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
579.5,610.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,46.920511211851,25.556773332635267,2.5556773332635268,100,5.641728437478649,8.320713758091022,0.8320713758091023,100,170.73564223962867,22.746856065394468,2.274685606539447,100,6.375189449443666,5.071203321148544,0.5071203321148544,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
610.0,640.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,53.29978735091572,26.379713457827265,2.6379713457827263,100,6.379276139064728,9.788819176174796,0.9788819176174796,100,176.85685493492787,23.962322572313465,2.3962322572313464,100,6.121212695299184,5.266134445302249,0.526613444530225,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
640.5,671.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,57.632780091507,26.886121441496364,2.6886121441496362,100,4.3329927405912825,7.442810608398032,0.7442810608398032,100,183.6039357242442,24.750028151956013,2.475002815195601,100,6.747080789316272,5.08277683575902,0.508277683575902,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
671.0,701.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,61.60771857042218,27.678426989478453,2.7678426989478453,100,3.974938478915185,7.756087702158885,0.7756087702158885,100,190.78033491635313,25.271243257896785,2.5271243257896785,100,7.1763991921089465,4.970361509585559,0.4970361509585559,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
701.5,732.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,66.22287082531477,29.19310225766042,2.919310225766042,100,4.615152254892599,8.229183464274032,0.8229183464274031,100,198.49688969415232,26.479163433242462,2.6479163433242463,100,7.716554777799281,4.972663526548095,0.49726635265480945,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
732.0,762.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,70.35223964766755,29.858252429091113,2.985825242909111,100,4.129368822352763,7.150180387131412,0.7150180387131412,100,206.03437824508427,27.720229414797185,2.7720229414797184,100,7.53748855093188,4.8642953481687865,0.4864295348168787,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
762.5,793.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,75.49001427676984,29.966854022073708,2.996685402207371,100,5.137774629102273,8.8353083402258,0.88353083402258,100,212.94531108516077,28.36394453770744,2.836394453770744,100,6.910932840076464,4.994074107290808,0.4994074107290808,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
793.0,823.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,80.79896852146052,31.10843366621848,3.110843366621848,100,5.308954244690693,9.539789424904033,0.9539789424904033,100,220.4803165163152,28.898892395221235,2.8898892395221236,100,7.535005431154345,5.19243924723858,0.519243924723858,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
823.5,854.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,85.33315126455261,32.35714596791086,3.235714596791086,100,4.534182743092101,7.914750834998431,0.7914750834998431,100,227.8522668357311,29.554429539575256,2.9554429539575255,100,7.371950319416007,5.281975156021377,0.5281975156021377,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
854.0,884.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,91.36443115313536,32.78107547327393,3.278107547327393,100,6.031279888582746,9.587751639753867,0.9587751639753866,100,234.2681835141571,30.464848869204328,3.0464848869204326,100,6.4159166784259245,5.401508288775279,0.5401508288775279,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
884.5,915.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,94.95882591603664,34.75326905122131,3.475326905122131,100,3.5943947629012905,8.11862276218712,0.8118622762187121,100,241.3499376003905,31.771245223438225,3.1771245223438225,100,7.0817540862333885,5.355984097953143,0.5355984097953143,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
915.0,945.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,97.69394673206094,35.992829613452756,3.5992829613452755,100,2.7351208160242866,6.4048482940761,0.64048482940761,100,249.47575441868597,33.038907983253864,3.3038907983253862,100,8.125816818295478,4.854791646823918,0.4854791646823918,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
945.5,976.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,102.20741045809666,35.41389741743127,3.541389741743127,100,4.513463726035723,8.39379823055275,0.839379823055275,100,256.88893267714,33.59954195881229,3.3599541958812287,100,7.4131782584541455,4.945489952381323,0.49454899523813234,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
976.0,1006.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,106.83496589281017,36.224360796371016,3.622436079637102,100,4.627555434713548,9.150263767638556,0.9150263767638556,100,264.83095797250405,33.88938278454724,3.3889382784547237,100,7.9420252953639805,5.119293388687134,0.5119293388687134,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1006.5,1037.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,109.8947919346827,38.76588078584167,3.8765880785841667,100,3.059826041872559,6.618218984869208,0.6618218984869209,100,273.01719182855794,35.41509755321349,3.541509755321349,100,8.186233856053954,5.1411302456114125,0.5141130245611413,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1037.0,1067.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,111.63511058049828,39.70324468914089,3.9703244689140886,100,1.7403186458155446,5.102940144926796,0.5102940144926796,100,282.20251066440863,37.299933041030805,3.7299933041030804,100,9.185318835850673,4.759265128425993,0.47592651284259924,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1067.5,1098.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,113.8742397588318,40.85091920491481,4.085091920491481,100,2.2391291783334957,6.050350852941225,0.6050350852941225,100,291.6018192164818,38.48196374335186,3.848196374335186,100,9.399308552073114,4.322309534967944,0.4322309534967944,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1098.0,1128.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,116.64253529162005,41.79535636977055,4.1795356369770555,100,2.7682955327882515,6.617514210580666,0.6617514210580666,100,300.6967419596647,39.79075060346495,3.979075060346495,100,9.09492274318279,4.4790629053877,0.44790629053876996,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1128.5,1159.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,120.72889206572825,43.15042577888921,4.315042577888921,100,4.086356774108186,9.037609725835042,0.9037609725835042,100,309.3841818061067,40.88892291515434,4.0888922915154335,100,8.687439846442198,4.914181692986502,0.49141816929865023,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1159.0,1189.5,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,125.33654598374328,44.171846220049495,4.4171846220049495,100,4.60765391801503,7.7622597528025885,0.7762259752802588,100,318.07019712152885,41.53973786951344,4.153973786951344,100,8.686015315421933,4.8318172158871855,0.4831817215887185,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
1189.5,1220.0,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,129.1193857110571,44.23995691941116,4.4239956919411165,100,3.7828397273138537,8.24874499553496,0.824874499553496,100,325.8221404419844,42.16498783865961,4.216498783865961,100,7.751943320455654,5.309686237666547,0.5309686237666547,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
